id,source,family,base_rate,base_rate_pct,base_rate_se,description,dl_bits,program
(λ not (has_suit (first_half $0) HEARTS)),grammar,ENUMERATED,0.4117,41.17,0.004921,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (first_half $0) HEARTS))
(λ not (has_suit (first_half $0) CLUBS)),grammar,ENUMERATED,0.4125,41.25,0.004923,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (first_half $0) CLUBS))
(λ not (has_suit (second_half $0) HEARTS)),grammar,ENUMERATED,0.4145,41.45,0.004926,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (second_half $0) HEARTS))
(λ gt (n_unique_suits (first_half $0)) (n_unique_colors $0)),grammar,ENUMERATED,0.4148,41.48,0.004927,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (n_unique_suits (first_half $0)) (n_unique_colors $0))
(λ lt (min_rank (second_half (second_half $0))) 5),grammar,ENUMERATED,0.4156,41.56,0.004928,Enumerated program (DL=26.3678 bits),26.3678,(λ lt (min_rank (second_half (second_half $0))) 5)
(λ not (has_suit (first_half $0) DIAMONDS)),grammar,ENUMERATED,0.4165,41.65,0.00493,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (first_half $0) DIAMONDS))
(λ not (has_suit (second_half (take 5 $0)) CLUBS)),grammar,ENUMERATED,0.4177,41.77,0.004932,Enumerated program (DL=29.1226 bits),29.1226,(λ not (has_suit (second_half (take 5 $0)) CLUBS))
(λ gt (min_rank (drop 1 $0)) 3),grammar,ENUMERATED,0.4178,41.78,0.004932,Enumerated program (DL=27.3678 bits),27.3678,(λ gt (min_rank (drop 1 $0)) 3)
(λ not (has_suit (second_half (take 5 $0)) HEARTS)),grammar,ENUMERATED,0.4178,41.78,0.004932,Enumerated program (DL=29.1226 bits),29.1226,(λ not (has_suit (second_half (take 5 $0)) HEARTS))
(λ not (has_suit (second_half $0) SPADES)),grammar,ENUMERATED,0.4183,41.83,0.004933,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (second_half $0) SPADES))
count_high_cards_ge_3,template,COUNT,0.41848,41.85,0.002206,Number of high_cards is ge 3,,λh. count(high_cards) ge 3
(λ gt (min_rank (take 5 $0)) 3),grammar,ENUMERATED,0.4188,41.88,0.004934,Enumerated program (DL=27.3678 bits),27.3678,(λ gt (min_rank (take 5 $0)) 3)
(λ has_suit (second_half (first_half $0)) (get_suit (last $0,grammar,ENUMERATED,0.4189,41.89,0.004934,Enumerated program (DL=28.2257 bits),28.2257,(λ has_suit (second_half (first_half $0)) (get_suit (last $0)))
(λ lt 3 (n_unique_suits $0)),grammar,ENUMERATED,0.4197,41.97,0.004935,Enumerated program (DL=19.1978 bits),19.1978,(λ lt 3 (n_unique_suits $0))
(λ not (has_suit (second_half $0) CLUBS)),grammar,ENUMERATED,0.4201,42.01,0.004936,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (second_half $0) CLUBS))
(λ gt (mod (max_rank $0) 5) 3),grammar,ENUMERATED,0.4229,42.29,0.00494,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (max_rank $0) 5) 3)
unique_suits_ge_4,template,COUNT,0.42526,42.53,0.002211,Number of unique_suits is ge 4,,λh. unique_suits(h) ge 4
count_face_cards_ge_2,template,COUNT,0.4256,42.56,0.002211,Number of face_cards is ge 2,,λh. count(face_cards) ge 2
unique_suits_eq_4,template,COUNT,0.42594,42.59,0.002211,Number of unique_suits is eq 4,,λh. unique_suits(h) eq 4
(λ has_suit (head (adjacent_pairs $0)) (get_suit (last $0))),grammar,ENUMERATED,0.426,42.6,0.004945,Enumerated program (DL=28.3412 bits),28.3412,(λ has_suit (head (adjacent_pairs $0)) (get_suit (last $0)))
(λ has_suit (second_half (second_half $0)) (get_suit (head $,grammar,ENUMERATED,0.4264,42.64,0.004946,Enumerated program (DL=28.2257 bits),28.2257,(λ has_suit (second_half (second_half $0)) (get_suit (head $0)))
(λ gt (mod (min_rank $0) 5) 2),grammar,ENUMERATED,0.4292,42.92,0.00495,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (min_rank $0) 5) 2)
(λ ge (min_rank (first_half $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.4292,42.92,0.00495,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (min_rank (first_half $0)) (n_unique_ranks $0))
(λ ge (min_rank (second_half $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.4294,42.94,0.00495,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (min_rank (second_half $0)) (n_unique_ranks $0))
(λ has_suit (take (n_unique_colors $0) $0) DIAMONDS),grammar,ENUMERATED,0.43,43.0,0.004951,Enumerated program (DL=27.2257 bits),27.2257,(λ has_suit (take (n_unique_colors $0) $0) DIAMONDS)
(λ not (has_suit (second_half $0) (get_suit (head $0)))),grammar,ENUMERATED,0.4327,43.27,0.004955,Enumerated program (DL=28.8107 bits),28.8107,(λ not (has_suit (second_half $0) (get_suit (head $0))))
(λ has_suit (head (adjacent_pairs $0)) DIAMONDS),grammar,ENUMERATED,0.4331,43.31,0.004955,Enumerated program (DL=20.4832 bits),20.4832,(λ has_suit (head (adjacent_pairs $0)) DIAMONDS)
(λ not (has_suit (first_half $0) (get_suit (last $0)))),grammar,ENUMERATED,0.4331,43.31,0.004955,Enumerated program (DL=28.8107 bits),28.8107,(λ not (has_suit (first_half $0) (get_suit (last $0))))
(λ has_suit (second_half (second_half $0)) CLUBS),grammar,ENUMERATED,0.434,43.4,0.004956,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (second_half $0)) CLUBS)
(λ has_suit (second_half (reverse (second_half $0))) CLUBS),grammar,ENUMERATED,0.4348,43.48,0.004957,Enumerated program (DL=23.9527 bits),23.9527,(λ has_suit (second_half (reverse (second_half $0))) CLUBS)
(λ has_suit (second_half (reverse (second_half $0))) HEARTS),grammar,ENUMERATED,0.4355,43.55,0.004958,Enumerated program (DL=23.9527 bits),23.9527,(λ has_suit (second_half (reverse (second_half $0))) HEARTS)
sum_ranks_ge_50,template,GLOBAL,0.43738,43.74,0.002218,Sum of rank values is at least 50,,λh. sum_ranks(h) ≥ 50
(λ has_suit (second_half (first_half $0)) HEARTS),grammar,ENUMERATED,0.4374,43.74,0.004961,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (first_half $0)) HEARTS)
(λ has_suit (second_half (first_half $0)) DIAMONDS),grammar,ENUMERATED,0.4385,43.85,0.004962,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (first_half $0)) DIAMONDS)
(λ has_suit (head (second_half (adjacent_pairs $0))) HEARTS),grammar,ENUMERATED,0.4385,43.85,0.004962,Enumerated program (DL=24.1837 bits),24.1837,(λ has_suit (head (second_half (adjacent_pairs $0))) HEARTS)
(λ has_suit (head (second_half (adjacent_pairs $0))) DIAMOND,grammar,ENUMERATED,0.4387,43.87,0.004962,Enumerated program (DL=24.1837 bits),24.1837,(λ has_suit (head (second_half (adjacent_pairs $0))) DIAMONDS)
(λ has_suit (take (n_unique_colors $0) $0) CLUBS),grammar,ENUMERATED,0.4391,43.91,0.004963,Enumerated program (DL=27.2257 bits),27.2257,(λ has_suit (take (n_unique_colors $0) $0) CLUBS)
(λ has_suit (second_half (second_half $0)) SPADES),grammar,ENUMERATED,0.4395,43.95,0.004963,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (second_half $0)) SPADES)
(λ has_suit (head (second_half (adjacent_pairs $0))) CLUBS),grammar,ENUMERATED,0.4407,44.07,0.004965,Enumerated program (DL=24.1837 bits),24.1837,(λ has_suit (head (second_half (adjacent_pairs $0))) CLUBS)
(λ lt (max_rank (first_half $0)) (max_rank $0)),grammar,ENUMERATED,0.4408,44.08,0.004965,Enumerated program (DL=28.6408 bits),28.6408,(λ lt (max_rank (first_half $0)) (max_rank $0))
(λ has_suit (head (second_half (adjacent_pairs $0))) SPADES),grammar,ENUMERATED,0.4411,44.11,0.004965,Enumerated program (DL=24.1837 bits),24.1837,(λ has_suit (head (second_half (adjacent_pairs $0))) SPADES)
(λ has_suit (take (n_unique_colors $0) $0) SPADES),grammar,ENUMERATED,0.4411,44.11,0.004965,Enumerated program (DL=27.2257 bits),27.2257,(λ has_suit (take (n_unique_colors $0) $0) SPADES)
(λ has_suit (second_half (first_half $0)) CLUBS),grammar,ENUMERATED,0.4415,44.15,0.004966,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (first_half $0)) CLUBS)
(λ has_suit (head (adjacent_pairs $0)) CLUBS),grammar,ENUMERATED,0.4425,44.25,0.004967,Enumerated program (DL=20.4832 bits),20.4832,(λ has_suit (head (adjacent_pairs $0)) CLUBS)
(λ has_suit (second_half (first_half $0)) SPADES),grammar,ENUMERATED,0.4427,44.27,0.004967,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (first_half $0)) SPADES)
(λ has_suit (second_half (reverse (second_half $0))) SPADES),grammar,ENUMERATED,0.4428,44.28,0.004967,Enumerated program (DL=23.9527 bits),23.9527,(λ has_suit (second_half (reverse (second_half $0))) SPADES)
(λ has_suit (take (n_unique_colors $0) $0) HEARTS),grammar,ENUMERATED,0.4433,44.33,0.004968,Enumerated program (DL=27.2257 bits),27.2257,(λ has_suit (take (n_unique_colors $0) $0) HEARTS)
(λ gt (min_rank (first_half $0)) (min_rank $0)),grammar,ENUMERATED,0.4438,44.38,0.004968,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (min_rank (first_half $0)) (min_rank $0))
(λ has_suit (head (adjacent_pairs $0)) SPADES),grammar,ENUMERATED,0.444,44.4,0.004969,Enumerated program (DL=20.4832 bits),20.4832,(λ has_suit (head (adjacent_pairs $0)) SPADES)
(λ lt (mod (max_rank $0) 4) 2),grammar,ENUMERATED,0.4443,44.43,0.004969,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (max_rank $0) 4) 2)
(λ has_suit (second_half (second_half $0)) DIAMONDS),grammar,ENUMERATED,0.4449,44.49,0.00497,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (second_half $0)) DIAMONDS)
(λ has_suit (second_half (second_half $0)) HEARTS),grammar,ENUMERATED,0.4456,44.56,0.00497,Enumerated program (DL=20.3678 bits),20.3678,(λ has_suit (second_half (second_half $0)) HEARTS)
(λ has_suit (head (adjacent_pairs $0)) HEARTS),grammar,ENUMERATED,0.4456,44.56,0.00497,Enumerated program (DL=20.4832 bits),20.4832,(λ has_suit (head (adjacent_pairs $0)) HEARTS)
(λ gt (min_rank (second_half $0)) 4),grammar,ENUMERATED,0.447,44.7,0.004972,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (min_rank (second_half $0)) 4)
(λ has_suit (second_half (reverse (second_half $0))) DIAMOND,grammar,ENUMERATED,0.4472,44.72,0.004972,Enumerated program (DL=23.9527 bits),23.9527,(λ has_suit (second_half (reverse (second_half $0))) DIAMONDS)
(λ gt (min_rank (first_half $0)) 4),grammar,ENUMERATED,0.4479,44.79,0.004973,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (min_rank (first_half $0)) 4)
(λ gt (min_rank (second_half $0)) (min_rank $0)),grammar,ENUMERATED,0.4487,44.87,0.004974,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (min_rank (second_half $0)) (min_rank $0))
(λ gt (mod 4 (min_rank $0)) 0),grammar,ENUMERATED,0.4492,44.92,0.004974,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod 4 (min_rank $0)) 0)
(λ lt (mod (rank_val (head $0)) 4) 2),grammar,ENUMERATED,0.4496,44.96,0.004975,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (head $0)) 4) 2)
(λ le (min_rank (second_half $0)) (n_unique_suits $0)),grammar,ENUMERATED,0.4501,45.01,0.004975,Enumerated program (DL=28.6408 bits),28.6408,(λ le (min_rank (second_half $0)) (n_unique_suits $0))
(λ lt (max_rank (second_half $0)) (max_rank $0)),grammar,ENUMERATED,0.4503,45.03,0.004975,Enumerated program (DL=28.6408 bits),28.6408,(λ lt (max_rank (second_half $0)) (max_rank $0))
(λ le (min_rank (first_half $0)) (n_unique_suits $0)),grammar,ENUMERATED,0.4529,45.29,0.004978,Enumerated program (DL=28.6408 bits),28.6408,(λ le (min_rank (first_half $0)) (n_unique_suits $0))
(λ lt (mod (rank_val (last $0)) 4) 2),grammar,ENUMERATED,0.4529,45.29,0.004978,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (last $0)) 4) 2)
(λ gt (mod (rank_val (last $0)) 2) 0),grammar,ENUMERATED,0.4575,45.75,0.004982,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (last $0)) 2) 0)
(λ lt (+ 3 5) (rank_val (last $0))),grammar,ENUMERATED,0.4588,45.88,0.004983,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 3 5) (rank_val (last $0)))
(λ gt (mod (rank_val (last $0)) 5) 2),grammar,ENUMERATED,0.4617,46.17,0.004985,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (last $0)) 5) 2)
(λ lt (- (rank_val (head $0)) 3) 5),grammar,ENUMERATED,0.462,46.2,0.004986,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (- (rank_val (head $0)) 3) 5)
(λ lt (+ 3 5) (rank_val (head $0))),grammar,ENUMERATED,0.4621,46.21,0.004986,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 3 5) (rank_val (head $0)))
(λ gt (mod (rank_val (head $0)) 2) 0),grammar,ENUMERATED,0.4636,46.36,0.004987,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (head $0)) 2) 0)
(λ gt (mod (rank_val (head $0)) 5) 2),grammar,ENUMERATED,0.4644,46.44,0.004987,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (head $0)) 5) 2)
(λ lt (- (rank_val (last $0)) 3) 5),grammar,ENUMERATED,0.4682,46.82,0.00499,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (- (rank_val (last $0)) 3) 5)
count_spades_ge_2,template,COUNT,0.46956,46.96,0.002232,Number of spades is ge 2,,λh. count(suit=spades) ge 2
(λ lt (rank_val (head $0)) (rank_val (last $0))),grammar,ENUMERATED,0.4703,47.03,0.004991,Enumerated program (DL=29.0558 bits),29.0558,(λ lt (rank_val (head $0)) (rank_val (last $0)))
(λ gt (count_suit $0 CLUBS) 1),grammar,ENUMERATED,0.4708,47.08,0.004991,Enumerated program (DL=22.3678 bits),22.3678,(λ gt (count_suit $0 CLUBS) 1)
count_diamonds_ge_2,template,COUNT,0.4709,47.09,0.002232,Number of diamonds is ge 2,,λh. count(suit=diamonds) ge 2
(λ gt (min_rank (second_half (second_half $0))) 5),grammar,ENUMERATED,0.472,47.2,0.004992,Enumerated program (DL=26.3678 bits),26.3678,(λ gt (min_rank (second_half (second_half $0))) 5)
(λ lt (min_rank $0) (n_unique_suits $0)),grammar,ENUMERATED,0.473,47.3,0.004993,Enumerated program (DL=25.0558 bits),25.0558,(λ lt (min_rank $0) (n_unique_suits $0))
(λ lt (mod 5 (n_unique_ranks $0)) 1),grammar,ENUMERATED,0.4731,47.31,0.004993,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod 5 (n_unique_ranks $0)) 1)
(λ gt (count_suit $0 DIAMONDS) 1),grammar,ENUMERATED,0.4733,47.33,0.004993,Enumerated program (DL=22.3678 bits),22.3678,(λ gt (count_suit $0 DIAMONDS) 1)
count_hearts_ge_2,template,COUNT,0.47338,47.34,0.002233,Number of hearts is ge 2,,λh. count(suit=hearts) ge 2
count_clubs_ge_2,template,COUNT,0.474,47.4,0.002233,Number of clubs is ge 2,,λh. count(suit=clubs) ge 2
(λ lt (rank_val (last $0)) (rank_val (head $0))),grammar,ENUMERATED,0.474,47.4,0.004993,Enumerated program (DL=29.0558 bits),29.0558,(λ lt (rank_val (last $0)) (rank_val (head $0)))
(λ ge (n_unique_suits (second_half $0)) (min_rank $0)),grammar,ENUMERATED,0.4746,47.46,0.004994,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_suits (second_half $0)) (min_rank $0))
(λ gt (min_rank (head (adjacent_pairs $0))) 5),grammar,ENUMERATED,0.4751,47.51,0.004994,Enumerated program (DL=26.4832 bits),26.4832,(λ gt (min_rank (head (adjacent_pairs $0))) 5)
(λ gt (count_suit $0 SPADES) 1),grammar,ENUMERATED,0.4753,47.53,0.004994,Enumerated program (DL=22.3678 bits),22.3678,(λ gt (count_suit $0 SPADES) 1)
(λ gt (count_suit $0 HEARTS) 1),grammar,ENUMERATED,0.4759,47.59,0.004994,Enumerated program (DL=22.3678 bits),22.3678,(λ gt (count_suit $0 HEARTS) 1)
(λ ge (count_suit $0 SPADES) (n_unique_colors $0)),grammar,ENUMERATED,0.4767,47.67,0.004995,Enumerated program (DL=28.2257 bits),28.2257,(λ ge (count_suit $0 SPADES) (n_unique_colors $0))
(λ gt (min_rank (second_half (reverse (second_half $0)))) 5),grammar,ENUMERATED,0.4769,47.69,0.004995,Enumerated program (DL=29.9527 bits),29.9527,(λ gt (min_rank (second_half (reverse (second_half $0)))) 5)
(λ le (n_unique_suits $0) (count_color $0 RED)),grammar,ENUMERATED,0.4778,47.78,0.004995,Enumerated program (DL=27.8632 bits),27.8632,(λ le (n_unique_suits $0) (count_color $0 RED))
(λ le (n_unique_suits $0) (count_color $0 BLACK)),grammar,ENUMERATED,0.4779,47.79,0.004995,Enumerated program (DL=27.8632 bits),27.8632,(λ le (n_unique_suits $0) (count_color $0 BLACK))
(λ gt (count_color $0 (get_color (last $0))) 3),grammar,ENUMERATED,0.4787,47.87,0.004995,Enumerated program (DL=29.8632 bits),29.8632,(λ gt (count_color $0 (get_color (last $0))) 3)
(λ gt (min_rank (head (second_half (adjacent_pairs $0)))) 5),grammar,ENUMERATED,0.4789,47.89,0.004996,Enumerated program (DL=30.1837 bits),30.1837,(λ gt (min_rank (head (second_half (adjacent_pairs $0)))) 5)
(λ gt (min_rank (second_half (first_half $0))) 5),grammar,ENUMERATED,0.4793,47.93,0.004996,Enumerated program (DL=26.3678 bits),26.3678,(λ gt (min_rank (second_half (first_half $0))) 5)
(λ ge (n_unique_suits (first_half $0)) (min_rank $0)),grammar,ENUMERATED,0.4804,48.04,0.004996,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_suits (first_half $0)) (min_rank $0))
(λ gt (count_color $0 (get_color (head $0))) 3),grammar,ENUMERATED,0.4832,48.32,0.004997,Enumerated program (DL=29.8632 bits),29.8632,(λ gt (count_color $0 (get_color (head $0))) 3)
(λ lt (n_unique_colors (second_half (first_half $0))) 2),grammar,ENUMERATED,0.4846,48.46,0.004998,Enumerated program (DL=26.3678 bits),26.3678,(λ lt (n_unique_colors (second_half (first_half $0))) 2)
(λ gt (mod (n_unique_ranks $0) 2) 0),grammar,ENUMERATED,0.4853,48.53,0.004998,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (n_unique_ranks $0) 2) 0)
(λ has_color (first_half (second_half $0)) (get_color (head ,grammar,ENUMERATED,0.486,48.6,0.004998,Enumerated program (DL=27.8632 bits),27.8632,(λ has_color (first_half (second_half $0)) (get_color (head $0)))
(λ has_color (first_half (take (n_unique_colors $0) $0)) RED,grammar,ENUMERATED,0.4871,48.71,0.004998,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (first_half (take (n_unique_colors $0) $0)) RED)
(λ lt (n_unique_ranks (drop 1 $0)) 5),grammar,ENUMERATED,0.4873,48.73,0.004998,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_ranks (drop 1 $0)) 5)
(λ has_color (first_half (second_half $0)) (get_color (last ,grammar,ENUMERATED,0.4875,48.75,0.004998,Enumerated program (DL=27.8632 bits),27.8632,(λ has_color (first_half (second_half $0)) (get_color (last $0)))
(λ lt (n_unique_colors (second_half (second_half $0))) 2),grammar,ENUMERATED,0.4882,48.82,0.004999,Enumerated program (DL=26.3678 bits),26.3678,(λ lt (n_unique_colors (second_half (second_half $0))) 2)
(λ lt (n_unique_colors (second_half (reverse (second_half $0,grammar,ENUMERATED,0.4883,48.83,0.004999,Enumerated program (DL=29.9527 bits),29.9527,(λ lt (n_unique_colors (second_half (reverse (second_half $0)))) 2)
(λ lt (mod 4 (n_unique_suits $0)) 1),grammar,ENUMERATED,0.4893,48.93,0.004999,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod 4 (n_unique_suits $0)) 1)
Halves_bicon_has_diamond,template,HALVES_PROPERTY,0.48978,48.98,0.002236,"Both halves satisfy has_diamond, or neither does",,λh. has_diamond(L(h)) ↔ has_diamond(R(h))
(λ has_color (drop 5 $0) BLACK),grammar,ENUMERATED,0.49,49.0,0.004999,Enumerated program (DL=21.0052 bits),21.0052,(λ has_color (drop 5 $0) BLACK)
(λ has_color (first_half (take (n_unique_colors $0) $0)) BLA,grammar,ENUMERATED,0.4905,49.05,0.004999,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (first_half (take (n_unique_colors $0) $0)) BLACK)
(λ lt (n_unique_ranks (take 5 $0)) 5),grammar,ENUMERATED,0.4907,49.07,0.004999,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_ranks (take 5 $0)) 5)
(λ lt (mod (max_rank $0) 3) 2),grammar,ENUMERATED,0.4916,49.16,0.004999,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (max_rank $0) 3) 2)
(λ lt (n_unique_colors (head (second_half (adjacent_pairs $0,grammar,ENUMERATED,0.4916,49.16,0.004999,Enumerated program (DL=30.1837 bits),30.1837,(λ lt (n_unique_colors (head (second_half (adjacent_pairs $0)))) 2)
(λ lt (n_unique_colors (head (adjacent_pairs $0))) 2),grammar,ENUMERATED,0.4922,49.22,0.004999,Enumerated program (DL=26.4832 bits),26.4832,(λ lt (n_unique_colors (head (adjacent_pairs $0))) 2)
(λ lt 1 (count_color (first_half $0) RED)),grammar,ENUMERATED,0.4931,49.31,0.005,Enumerated program (DL=25.5901 bits),25.5901,(λ lt 1 (count_color (first_half $0) RED))
Halves_bicon_has_club,template,HALVES_PROPERTY,0.49374,49.37,0.002236,"Both halves satisfy has_club, or neither does",,λh. has_club(L(h)) ↔ has_club(R(h))
(λ gt (mod (sum_ranks $0) 2) 0),grammar,ENUMERATED,0.494,49.4,0.005,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (sum_ranks $0) 2) 0)
Ends_same_parity,template,ENDS,0.49404,49.4,0.002236,First and last cards have the same parity,,λh. parity(first(h)) = parity(last(h))
(λ has_color (first_half (second_half (first_half $0))) RED),grammar,ENUMERATED,0.4951,49.51,0.005,Enumerated program (DL=23.5901 bits),23.5901,(λ has_color (first_half (second_half (first_half $0))) RED)
(λ ge (n_unique_ranks (second_half $0)) (n_unique_suits $0)),grammar,ENUMERATED,0.4951,49.51,0.005,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_ranks (second_half $0)) (n_unique_suits $0))
(λ has_color (first_half (reverse (first_half $0))) RED),grammar,ENUMERATED,0.4955,49.55,0.005,Enumerated program (DL=23.5901 bits),23.5901,(λ has_color (first_half (reverse (first_half $0))) RED)
(λ ge (n_unique_ranks (first_half $0)) (n_unique_suits $0)),grammar,ENUMERATED,0.4958,49.58,0.005,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_ranks (first_half $0)) (n_unique_suits $0))
(λ has_color (first_half (first_half $0)) (get_color (last $,grammar,ENUMERATED,0.4959,49.59,0.005,Enumerated program (DL=27.8632 bits),27.8632,(λ has_color (first_half (first_half $0)) (get_color (last $0)))
Halves_bicon_has_spade,template,HALVES_PROPERTY,0.49594,49.59,0.002236,"Both halves satisfy has_spade, or neither does",,λh. has_spade(L(h)) ↔ has_spade(R(h))
(λ lt 1 (count_color (second_half $0) BLACK)),grammar,ENUMERATED,0.4967,49.67,0.005,Enumerated program (DL=25.5901 bits),25.5901,(λ lt 1 (count_color (second_half $0) BLACK))
(λ has_color (first_half (first_half $0)) RED),grammar,ENUMERATED,0.4969,49.69,0.005,Enumerated program (DL=20.0052 bits),20.0052,(λ has_color (first_half (first_half $0)) RED)
(λ lt (min_rank (drop 2 $0)) 4),grammar,ENUMERATED,0.4972,49.72,0.005,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (min_rank (drop 2 $0)) 4)
(λ lt (mod (sum_ranks $0) 4) 2),grammar,ENUMERATED,0.4974,49.74,0.005,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (sum_ranks $0) 4) 2)
(λ lt 2 (count_color (take 5 $0) RED)),grammar,ENUMERATED,0.4981,49.81,0.005,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (take 5 $0) RED))
(λ gt (mod (min_rank $0) 3) 1),grammar,ENUMERATED,0.499,49.9,0.005,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (min_rank $0) 3) 1)
(λ has_color (first_half (second_half (second_half $0))) BLA,grammar,ENUMERATED,0.4992,49.92,0.005,Enumerated program (DL=23.5901 bits),23.5901,(λ has_color (first_half (second_half (second_half $0))) BLACK)
(λ lt 2 (count_color (drop 1 $0) RED)),grammar,ENUMERATED,0.4993,49.93,0.005,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (drop 1 $0) RED))
(λ has_color (first_half (drop (min_rank $0) $0)) BLACK),grammar,ENUMERATED,0.4994,49.94,0.005,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (first_half (drop (min_rank $0) $0)) BLACK)
(λ gt (min_rank (take 4 $0)) 3),grammar,ENUMERATED,0.4996,49.96,0.005,Enumerated program (DL=27.3678 bits),27.3678,(λ gt (min_rank (take 4 $0)) 3)
(λ has_color (first_half (second_half $0)) BLACK),grammar,ENUMERATED,0.4997,49.97,0.005,Enumerated program (DL=20.0052 bits),20.0052,(λ has_color (first_half (second_half $0)) BLACK)
